feature,coef_std,OR_per_1SD
completeness_percentage,0.03873335890798402,1.0394932750721928
document_count,-0.4926723967134701,0.6109913990728482
qualifier,-0.31856509343508776,0.727191741006545
tree_number,0.4342881812755191,1.5438637166299884
log_enrollment,0.4336590010915414,1.5428926536915362
