tree_head,effect_logit,effect_OR
E04,-0.07013121270510436,0.9322714860166715
E02.041,-0.06984654317928828,0.932536913076233
D12,-0.06491299583085407,0.9371489957002629
C25.723,-0.06245259524576993,0.9394575965143852
J01,-0.0624469854290559,0.9394628667140946
C26.558,-0.061477936654282236,0.9403736933004467
C10.803,-0.06101337524225659,0.940810656121412
C12.294,-0.060826124786967306,0.9409868398398377
C10.281,-0.05708841153896071,0.9445105600428058
A12.207,-0.05608839121139842,0.9454555622343931
G05.365,-0.05551075175247838,0.946001852437994
D01,-0.05453467534166845,0.9469256733172796
C26,-0.05371395624344302,0.9477031523042564
G07.100,-0.05366144454444572,0.9477529191135874
G09.772,-0.05283944494041778,0.9485322919159985
E04.210,-0.052362629301234635,0.9489846747900981
F01.100,-0.05203544782391216,0.9492952157968148
C19.391,-0.04944507518543173,0.951757431801344
D20.888,-0.048434358681768735,0.9527198750418513
J02.500,-0.04827258800832674,0.9528740096445314
D01.552,-0.04750136528738339,0.9536091711811675
N01,-0.04601949779745117,0.9550233411575136
E02.585,-0.045771067253629484,0.9552606275988992
E05.497,-0.045771067253629484,0.9552606275988992
C10.551,-0.04394888563809586,0.9570028728140821
N03.706,-0.043692826530885916,0.9572479534915229
E05.041,-0.043596261410594694,0.9573403947185276
C26.531,-0.04323923492404544,0.9576822516184382
D10.477,-0.04248090631927803,0.9584087648972033
D01.045,-0.042152242935966776,0.958723810533616
C04.730,-0.041526887731482706,0.9593235409609233
E04.579,-0.04118967182394905,0.9596470946700696
D09.811,-0.040159225711207315,0.9606364689492716
D01.200,-0.03927428425851134,0.9614869522400731
E05,-0.03855459055786211,0.9621791774080244
D09.067,-0.037719935794040794,0.9629826000857384
C11.640,-0.03731955694512707,0.9633682351455938
A11.284,-0.03700716853058119,0.9636692272319674
G05.360,-0.03700716853058119,0.9636692272319674
C06.689,-0.03635559072261967,0.9642973373237234
D02.522,-0.036038755249839106,0.9646029093319649
E05.157,-0.03598508064489051,0.9646546854015732
E02.148,-0.03598508064489051,0.9646546854015732
J01.937,-0.03548644366725312,0.96513581784361
C03.335,-0.035447451264935606,0.9651734515414198
C11.496,-0.03544232894836564,0.9651783954780456
E05.196,-0.03500923637824435,0.9655964976018953
E02.642,-0.03466181834743089,0.9659320215158064
E06.342,-0.03450080484802889,0.9660875621325086
C25.100,-0.034495688680521774,0.9660925048109468
E07.695,-0.033547945340402625,0.9670085465659896
D09.400,-0.0330476204866597,0.9674924860289937
J01.637,-0.03302240404788472,0.9675168830516346
G11,-0.03294553353728092,0.967591259427091
F04.754,-0.03272497351093519,0.9678046949175656
D01.695,-0.032166689748696894,0.9683451554148783
J01.897,-0.03193081517692202,0.9685735903536796
D06,-0.03188415079975667,0.9686187892915943
C03.858,-0.03093104165763324,0.9695424288096142
I03.350,-0.030773466965357994,0.9696952161968783
C04.700,-0.029685792337995717,0.9707505028800483
