feature,coef_std,OR_per_1SD
completeness_percentage,0.0562153034557388,1.0578254126872364
document_count,-0.2612092922782816,0.770119722635726
qualifier,0.01938438953242496,1.0195734866791761
tree_number,-0.0033624731669528794,0.9966431736151222
log_enrollment,0.6888302802373572,1.9913848081960843
