feature,coef_std,OR_per_1SD
completeness_percentage,0.08937407872858212,1.0934896310380875
document_count,-0.33807978059999566,0.7131383910199633
qualifier,-0.05554011977955856,0.9459740706379239
tree_number,0.11591013808251881,1.1228949621049136
log_enrollment,0.551653692394825,1.7361216564705324
