nct_id,total_cells,empty_cells,completeness_percentage
NCT04503603,2535,753,70.29585798816568
NCT04535037,8554,1870,78.13888239420154
NCT04568031,6970,1895,72.81205164992826
NCT00273286,278,65,76.61870503597122
NCT00288119,697,97,86.0832137733142
NCT00501111,961,252,73.77731529656607
NCT00510237,234,74,68.37606837606837
NCT00518440,697,78,88.80918220946916
NCT00722397,437,101,76.88787185354691
NCT01046916,275,79,71.27272727272727
NCT01452685,983,391,60.22380467955239
NCT02310724,544,93,82.90441176470588
NCT02801760,429,123,71.32867132867133
NCT03590340,362,61,83.14917127071823
NCT03626012,526,106,79.84790874524715
NCT03945279,375,74,80.26666666666667
NCT04324606,659,86,86.94992412746586
NCT00075829,6560,1663,74.64939024390245
NCT00389207,17999,5248,70.84282460136674
NCT00390221,7599,2027,73.32543755757337
NCT00808028,39713,11561,70.88862589076625
NCT00810069,12815,3233,74.77175185329692
NCT00827242,7638,2448,67.94972505891594
NCT00955110,2601,540,79.23875432525952
NCT00991029,14813,2734,81.54323904678323
NCT01051349,10042,3405,66.09241187014538
NCT01095497,4720,1435,69.59745762711864
NCT01156311,8764,2739,68.74714742126882
NCT01405820,14050,3160,77.50889679715303
NCT01661270,7859,1578,79.92110955592315
NCT01696058,6162,1577,74.40765985069783
NCT01830855,27070,5717,78.8806797192464
NCT01882868,3144,744,76.33587786259542
NCT01911780,2383,627,73.6886277801091
NCT02091986,6406,2071,67.6709334998439
NCT02141516,10478,3134,70.08971177705669
NCT02512900,2145,546,74.54545454545455
NCT02525094,3872,1048,72.93388429752066
NCT02723773,21931,5563,74.63407961333273
NCT02959177,29933,4753,84.1212040223165
NCT03125902,11363,2507,77.93716448121094
NCT03280550,7045,2127,69.8083747338538
NCT03383614,18318,5292,71.11038322961022
NCT03385564,10245,2468,75.9102000976086
NCT03485365,19915,3806,80.88877730354004
NCT03688074,3906,887,77.29134664618536
NCT03968978,5059,1676,66.87092310733347
NCT04126317,2634,704,73.27258921791952
NCT00003706,263,76,71.10266159695817
NCT00023244,750,91,87.86666666666666
NCT00106821,365,115,68.4931506849315
NCT00152997,285,106,62.80701754385965
NCT00157261,900,219,75.66666666666667
NCT00191932,342,124,63.74269005847953
NCT00293176,762,241,68.37270341207349
NCT00414102,729,251,65.56927297668038
NCT00614731,329,83,74.77203647416414
NCT00653185,1182,389,67.08967851099831
NCT00883948,655,171,73.89312977099236
NCT00904449,189,73,61.37566137566137
NCT00911261,280,86,69.28571428571429
NCT01119781,211,69,67.29857819905213
NCT02447276,905,288,68.1767955801105
NCT03989544,304,69,77.30263157894737
NCT04199689,1347,215,84.03860430586488
NCT05034042,625,180,71.2
NCT05710783,796,88,88.94472361809045
NCT00075803,6013,1792,70.19790454016298
NCT00137969,8937,2268,74.62235649546828
NCT00281580,26219,7165,72.67248941607231
NCT00300430,9841,2999,69.52545473021034
NCT00309608,4073,1213,70.21851215320403
NCT00445432,9062,2419,73.30611344074156
NCT00476996,23034,4601,80.02518016844664
NCT00655863,11882,3086,74.02794142400269
NCT00689052,2049,497,75.74426549536359
NCT00775437,12865,3834,70.19821220365333
NCT00791479,16336,4906,69.96816846229187
NCT00800683,7543,1750,76.79968182420788
NCT00914862,5831,1793,69.25055736580346
NCT01004250,7024,1820,74.08883826879271
NCT01020786,3017,630,79.11832946635731
NCT01074008,30211,7847,74.02601701367051
NCT01124786,8076,2181,72.99405646359584
NCT01124838,6477,1901,70.64999228037672
NCT01152437,7348,1847,74.86390854654327
NCT01193257,20771,5760,72.26902893457223
NCT01311661,11367,2947,74.07407407407408
NCT01422876,14769,3249,78.00121876904326
NCT01500278,8658,1828,78.88657888657889
NCT01550965,3933,972,75.28604118993135
NCT01563536,3274,921,71.86927306047649
NCT01634152,7050,1636,76.79432624113475
NCT01644396,3955,1169,70.4424778761062
NCT01663987,3331,870,73.88171720204143
NCT01721746,12626,3239,74.34658640899731
NCT01834274,3540,1290,63.559322033898304
NCT02043808,2525,628,75.12871287128714
NCT02654132,6328,1414,77.65486725663717
NCT00000591,293,80,72.6962457337884
NCT00033592,620,98,84.19354838709677
NCT00081796,2065,677,67.21549636803874
NCT00237887,237,78,67.0886075949367
NCT00274521,495,144,70.9090909090909
NCT00325728,960,298,68.95833333333333
NCT00401076,369,126,65.85365853658537
NCT00401323,575,130,77.3913043478261
NCT00417209,543,135,75.13812154696133
NCT00645892,253,77,69.56521739130434
NCT01322581,246,74,69.91869918699187
NCT01369082,481,79,83.57588357588358
NCT01414920,1021,306,70.02938295788442
NCT02183350,340,122,64.11764705882354
NCT02279953,489,147,69.93865030674847
NCT00113763,8473,1893,77.65844447067154
NCT00149214,6378,1911,70.0376293508937
NCT00366548,31372,10969,65.03570062476093
NCT00468546,7455,1808,75.7478202548625
NCT00689221,11987,3328,72.23658963877534
NCT00783289,3499,780,77.70791654758503
NCT01002742,5169,1710,66.9181659895531
NCT01039688,98520,28997,70.56739748274462
NCT01103063,13157,2502,80.98350687846774
NCT01200758,14161,3389,76.06807428853895
NCT01228747,2326,689,70.37833190025795
NCT01254019,8001,2202,72.47844019497563
NCT01278927,5979,2055,65.62970396387355
NCT01372150,6057,2084,65.5935281492488
NCT01533922,5336,1287,75.8808095952024
NCT01650259,2320,527,77.28448275862068
NCT01667419,48810,13772,71.78447039541078
NCT01814553,7236,2009,72.23604201216142
NCT01854658,9428,1576,83.28383538396267
NCT02107703,10983,1941,82.32723299644906
NCT02163993,7814,2122,72.84361402610699
NCT02170220,2503,819,67.27926488214143
NCT02173769,8586,2874,66.52690426275332
NCT02240680,8114,1764,78.25979788020705
NCT02322788,2450,556,77.3061224489796
NCT02371980,8536,1913,77.58903467666354
NCT02420821,27927,5806,79.21008343180435
NCT02504320,6024,1995,66.88247011952191
NCT02597049,7365,2031,72.42362525458249
NCT02640157,2843,616,78.33274709813577
NCT02657915,1831,483,73.6209721463681
NCT02872116,58170,11094,80.92831356369263
NCT03141177,26947,7937,70.54588636954021
NCT03172702,5092,1436,71.79890023566378
NCT03366428,4435,1278,71.1837655016911
NCT00034840,632,123,80.5379746835443
NCT00075257,166,70,57.83132530120482
NCT00122850,455,120,73.62637362637362
NCT00190814,279,89,68.10035842293907
NCT00235859,277,80,71.11913357400722
NCT00240435,534,163,69.47565543071161
NCT00393471,1151,339,70.54735013032146
NCT01452776,516,208,59.689922480620154
NCT01474369,705,296,58.01418439716312
NCT01873404,545,102,81.28440366972477
NCT01983813,509,68,86.64047151277013
NCT02262741,539,123,77.1799628942486
NCT03359551,466,105,77.46781115879828
NCT04344444,300,59,80.33333333333333
NCT00098345,2864,736,74.30167597765363
NCT00286442,12266,2782,77.31941953367031
NCT00325039,2463,663,73.0816077953715
NCT00446849,2256,592,73.75886524822695
NCT00530855,3217,677,78.95554864780851
NCT00604214,15872,4205,73.50680443548387
NCT00738920,3694,1342,63.670817541959934
NCT00752986,4270,1245,70.84309133489461
NCT00851903,1476,387,73.78048780487805
NCT00912093,5632,1955,65.28764204545455
NCT01004861,75569,19943,73.60954888909474
NCT01005316,7884,1645,79.1349568746829
NCT01074944,11696,3802,67.49316005471957
NCT01087788,11168,2017,81.93946991404012
NCT01164501,8952,2317,74.11751563896335
NCT01222247,6739,2164,67.88841074343374
NCT01454739,12273,2616,78.68491811293083
NCT01476475,4211,1081,74.32913797197816
NCT01529268,8304,2017,75.71050096339114
NCT01548690,6528,1538,76.43995098039215
NCT01617967,9602,2406,74.94272026661112
NCT01664624,5207,1507,71.0581908968696
NCT01712984,7172,1783,75.1394311210262
NCT01740427,18411,4230,77.02460485579273
NCT01768559,8499,2200,74.11460171784915
NCT01790503,38860,11731,69.8121461657231
NCT01874431,11108,2562,76.93554195174649
NCT01984242,33828,7384,78.17192857987466
NCT02005471,28207,5834,79.31719076824902
NCT02234843,32041,6926,78.38394556973877
NCT02388724,5981,2014,66.32670122053169
NCT02540993,42212,7079,83.2298872358571
NCT02584855,10093,1947,80.70940255622709
NCT02782468,18929,4255,77.52126366950182
NCT02939014,8192,2365,71.13037109375
NCT03073200,25862,5282,79.57621220323254
NCT03262012,8493,2332,72.54209348875544
NCT04323800,5998,2481,58.63621207069023
NCT00061828,764,100,86.91099476439791
NCT00072839,503,91,81.90854870775348
NCT00096733,524,79,84.92366412213741
NCT00333034,533,147,72.42026266416511
NCT00531193,197,72,63.45177664974619
NCT00986648,463,90,80.56155507559396
NCT01281111,315,80,74.60317460317461
NCT01689142,585,217,62.9059829059829
NCT01772524,468,91,80.55555555555556
NCT02613520,471,67,85.77494692144374
NCT02922751,664,95,85.69277108433735
NCT04448431,1116,223,80.0179211469534
NCT00099359,10588,1815,82.8579523989422
NCT00103402,3937,1156,70.63754127508255
NCT00320788,14571,2923,79.9396060668451
NCT00509795,30145,6083,79.82086581522641
NCT00839800,5404,1515,71.96521095484826
NCT01012973,9654,3039,68.5208203853325
NCT01125748,2513,621,75.28849980103462
NCT01148524,7061,1512,78.58660246424019
NCT01166438,4881,1795,63.224749026838765
NCT01210352,21821,4748,78.24114385225242
NCT01252355,7902,2048,74.08251075677043
NCT01397786,9431,2349,75.09277913264765
NCT01415518,5573,1369,75.43513368024404
NCT01468701,89809,18019,79.9363092785801
NCT01625286,47059,7036,85.04855606791475
NCT02060526,10802,2234,79.31864469542677
NCT02094261,2403,460,80.85726175613816
NCT02151981,8500,1471,82.69411764705882
NCT02157935,7992,1877,76.51401401401401
NCT02319044,19564,5139,73.7323655694132
NCT02409342,25373,6486,74.4373940803216
NCT02486718,16993,2602,84.68781262872947
NCT02581995,3557,892,74.92268765813888
NCT02582814,4665,1247,73.26902465166131
NCT02589626,1788,571,68.0648769574944
NCT02605174,25541,4405,82.75322031243883
NCT02683239,61839,13062,78.87740746131082
NCT02914561,45333,9571,78.88734475988794
NCT02927873,33471,11629,65.2564906934361
NCT03104413,20023,4047,79.78824351995206
NCT03345836,15315,2688,82.44857982370225
NCT03401671,3937,1145,70.91694183388367
NCT03409744,3568,872,75.56053811659193
NCT03557307,8364,1784,78.67049258727882
NCT03901352,7129,1836,74.24603731238602
NCT03926195,7572,1754,76.83571051241415
NCT04126213,41978,11906,71.63752441755206
NCT04578535,7534,2131,71.7148924873905
NCT00016523,738,116,84.28184281842819
NCT00858156,180,72,60.0
NCT01492842,285,74,74.03508771929825
NCT02073994,439,97,77.90432801822324
NCT02658916,407,85,79.11547911547912
NCT02675478,305,78,74.42622950819673
NCT04052113,224,73,67.41071428571429
NCT04368728,2432,330,86.43092105263158
NCT04451226,560,161,71.25
NCT06183281,413,75,81.84019370460048
NCT00097773,13651,2860,79.04915390813859
NCT00141037,6983,1355,80.59573249319777
NCT00281918,10886,2203,79.7629983465001
NCT00434642,7998,1592,80.09502375593898
NCT00517933,7497,1950,73.98959583833533
NCT00540514,9374,2820,69.9167911243866
NCT00661661,36819,10502,71.47668323419974
NCT00807040,4815,1381,71.31879543094496
NCT00904839,7752,2112,72.75541795665634
NCT00963820,10452,2383,77.20053578262534
NCT00996658,4299,1406,67.29471970225634
NCT01022580,2401,786,67.26364014993753
NCT01040689,5833,1323,77.31870392593862
NCT01090011,18643,4188,77.53580432333852
NCT01118780,7661,2336,69.50789714136536
NCT01191268,24729,7080,71.36964697318938
NCT01248364,3354,789,76.47584973166369
NCT01277302,7273,1548,78.7157981575691
NCT01397162,3703,1090,70.56440723737511
NCT01397201,4762,1300,72.70054598908021
NCT01431274,40680,9044,77.76794493608652
NCT01646827,5196,1483,71.45881447267129
NCT01992536,61212,13249,78.35555119911129
NCT02634307,14982,4196,71.99305833667067
NCT02649192,8606,2356,72.62375087148502
NCT02955355,4001,1104,72.40689827543115
NCT03334422,11890,3122,73.74264087468461
NCT03959488,53502,8006,85.03607341781616
NCT04186403,2838,931,67.19520789288231
NCT04531462,3200,909,71.59375
NCT05137717,2758,772,72.00870195794053
NCT00000586,266,73,72.55639097744361
NCT00062673,293,107,63.48122866894198
NCT00094380,376,77,79.52127659574468
NCT00144183,323,85,73.6842105263158
NCT00148460,402,122,69.65174129353234
NCT00190879,395,100,74.68354430379746
NCT00195754,232,74,68.10344827586206
NCT00195806,256,90,64.84375
NCT00239473,615,212,65.52845528455285
NCT00240422,481,137,71.51767151767152
NCT00273975,396,106,73.23232323232324
NCT00276172,260,71,72.6923076923077
NCT00298974,1020,155,84.80392156862744
NCT00388882,760,231,69.60526315789474
NCT00701324,232,84,63.793103448275865
NCT00915135,280,86,69.28571428571429
NCT01494701,388,94,75.77319587628865
NCT02181985,335,85,74.6268656716418
NCT02216084,343,99,71.13702623906705
NCT00079001,13201,2578,80.47117642602834
NCT00300482,9212,2750,70.1476335214937
NCT00308581,11762,2861,75.6759054582554
NCT00321620,21295,4271,79.94364874383658
NCT00356408,12197,2678,78.04378125768632
NCT00358917,5315,1729,67.46942615239887
NCT00365105,8835,2018,77.15902659875495
NCT00406848,16619,5341,67.86208556471509
NCT00491530,6733,1476,78.07812267934057
NCT00492232,4393,1400,68.13111768722969
NCT00660387,7443,1873,74.8354158269515
NCT00723489,4296,1066,75.18621973929237
NCT00783692,19038,6296,66.92929929614455
NCT00847808,1977,505,74.4562468386444
NCT00869206,21276,4747,77.68847527730776
NCT00948675,9015,1485,83.52745424292846
NCT00996281,6232,1939,68.88639281129653
NCT01038609,5324,1719,67.7122464312547
NCT01071070,3403,1046,69.26241551572143
NCT01153698,1274,324,74.56828885400314
NCT01167881,13756,2936,78.65658621692353
NCT01175213,69662,30645,56.00901495793977
NCT01179516,6013,1869,68.91734575087311
NCT01181102,2938,800,72.7705922396188
NCT01235689,9296,2737,70.55722891566265
NCT01255761,9327,2113,77.34534148171974
NCT01278745,11518,2598,77.44400069456503
NCT01380327,3451,774,77.57171834250941
NCT01693562,246592,55952,77.3098883986504
NCT01979952,4865,1079,77.82117163412127
NCT01987349,4387,1723,60.7248689309323
NCT02038920,18061,4774,73.56735507446986
NCT02052141,4608,1093,76.28038194444444
NCT02075840,15612,3646,76.64616961311812
NCT02216422,978,242,75.25562372188139
NCT02513550,35709,6357,82.19776526925985
NCT02547220,5333,1246,76.63603975248454
NCT02706834,22123,7123,67.80273923066491
NCT02728895,9373,2078,77.82993705323803
NCT02817516,6084,2231,63.33004602235371
NCT03092791,21377,7582,64.53197361650372
NCT03437564,2402,803,66.56952539550375
NCT04605978,6152,1793,70.85500650195058
NCT00122824,305,94,69.18032786885246
NCT00136019,193,70,63.73056994818653
NCT00234871,339,76,77.5811209439528
NCT00789308,661,110,83.35854765506808
NCT01007097,959,284,70.38581856100105
NCT01610310,294,81,72.44897959183673
NCT00265759,21151,3017,85.73589901186705
NCT00337571,7013,2313,67.01839441038072
NCT00385736,9751,2639,72.93610911701364
NCT00415194,12849,3267,74.5738968013075
NCT00453154,11760,2491,78.81802721088435
NCT00617669,12688,3777,70.23171500630517
NCT00856284,19526,4966,74.56724367509986
NCT00906698,33205,8493,74.42252672790242
NCT01015833,16508,2233,86.47322510298038
NCT01036763,4685,1625,65.31483457844183
NCT01178294,2632,538,79.55927051671732
NCT01179347,8691,2322,73.2827062478426
NCT01229735,3001,690,77.00766411196268
NCT01416181,16438,4002,75.65397250273756
NCT01468233,7774,1641,78.89117571391819
NCT01533935,5554,1168,78.97011163125676
NCT01561313,1591,455,71.40163419233187
NCT01649856,15185,4185,72.4399078037537
NCT01774097,3220,781,75.74534161490683
NCT01931670,21032,5534,73.6877139596805
NCT02165826,18111,5120,71.72988791342279
NCT02208843,1687,422,74.98518079430943
NCT02348723,4989,1251,74.92483463619963
NCT02367781,33913,7591,77.61625335417096
NCT02367794,46790,11069,76.34323573413123
NCT02604407,2039,472,76.85139774399215
NCT02607280,2528,862,65.90189873417721
NCT02683109,1436,349,75.69637883008356
NCT02707952,4363,964,77.90511116204446
NCT02937584,1721,411,76.11853573503777
NCT03041311,10183,2536,75.09574781498576
NCT03255382,11848,2921,75.34604996623902
NCT03456960,9733,3105,68.09822254186787
NCT04329832,1910,605,68.32460732984293
NCT00094081,380,90,76.3157894736842
NCT00106522,1854,474,74.4336569579288
NCT00191295,428,157,63.3177570093458
NCT00274612,845,224,73.49112426035504
NCT00277823,452,130,71.23893805309734
NCT00305188,603,112,81.42620232172472
NCT00553397,263,80,69.58174904942966
NCT01453426,236,82,65.2542372881356
NCT01842126,352,81,76.98863636363636
NCT01863550,9178,1042,88.64676400087166
NCT02172586,366,106,71.03825136612022
NCT02177396,298,88,70.46979865771812
NCT02181998,254,82,67.71653543307086
NCT02200653,322,89,72.36024844720497
NCT00081328,5901,1875,68.22572445348246
NCT00137423,6554,2237,65.86817210863595
NCT00168831,19759,4933,75.03416164785668
NCT00262600,83343,17373,79.15481804110723
NCT00279201,59646,16655,72.07692049760252
NCT00375674,36198,7864,78.2750428200453
NCT00380692,9438,2581,72.65310447128628
NCT00474539,29456,9213,68.72284084736556
NCT00500292,5451,1673,69.30838378279215
NCT00673920,13866,3226,76.73445838742248
NCT00710593,4017,1257,68.70799103808812
NCT00745420,2641,688,73.94926164331693
NCT00772538,7037,1847,73.75301975273554
NCT00930644,5397,1041,80.71150639244024
NCT01070329,6207,1850,70.19494119542452
NCT01109004,10792,3671,65.98406226834692
NCT01258738,44250,13011,70.59661016949153
NCT01265498,11091,3414,69.2182850960238
NCT01289119,8596,2600,69.75337366216846
NCT01386658,6625,1976,70.17358490566038
NCT01490632,21991,6305,71.32918011913965
NCT01564537,20914,5090,75.66223582289375
NCT01572038,48238,17186,64.37248642149343
NCT01745822,3991,978,75.49486344274618
NCT01890122,8088,2492,69.188921859545
NCT01966471,25518,5615,77.99592444548946
NCT02058147,10276,2506,75.61307901907357
NCT02118792,4234,1309,69.08360888049125
NCT02152696,3108,939,69.7876447876448
NCT02337751,3414,1151,66.28588166373756
NCT02414958,8881,1950,78.0430131741921
NCT02511106,16025,3847,75.99375975039001
NCT02521181,4788,1827,61.8421052631579
NCT02559895,10945,3182,70.92736409319323
NCT02675426,34064,7007,79.42989666510098
NCT02791438,7386,2042,72.35310046033035
NCT02801669,13140,3033,76.91780821917808
NCT02889796,65481,17641,73.05936073059361
NCT03495102,12960,2639,79.63734567901234
NCT03532009,4862,1536,68.40806252570958
NCT00090649,155,70,54.83870967741935
NCT00106574,1615,435,73.06501547987617
NCT00174668,505,134,73.46534653465346
NCT00271999,362,79,78.1767955801105
NCT00334880,696,122,82.47126436781609
NCT01599819,348,84,75.86206896551724
NCT02410486,633,124,80.41074249605056
NCT02446405,1101,180,83.65122615803814
NCT04323527,433,73,83.14087759815243
NCT00151996,2234,787,64.77170993733213
NCT00659438,3673,944,74.29893819765859
NCT00690378,3743,1041,72.18808442425862
NCT00746733,7179,2161,69.89831452848586
NCT00943072,12986,2961,77.19852148467581
NCT01101022,6278,1810,71.1691621535521
NCT01461993,9008,2830,68.5834813499112
NCT01521559,3356,808,75.92371871275327
NCT01823536,6476,1805,72.1278567016677
NCT02083185,22384,6611,70.46551107934239
NCT02135445,9766,3390,65.28773295105468
NCT02229396,7434,1394,81.24831853645414
NCT02296125,28862,6348,78.00568221190493
NCT02509026,34017,8327,75.52106299791281
NCT02531698,41580,8766,78.91774891774892
NCT02536508,5497,998,81.84464253229034
NCT02545049,47499,7732,83.72176256342239
NCT02551159,19369,3986,79.42072383705921
NCT02925117,16453,4195,74.5031301282441
NCT02964507,24754,5209,78.95693625272683
NCT03000530,74716,21355,71.41843781787034
NCT03170271,7359,1725,76.55931512433754
NCT03280537,7099,2079,70.71418509649246
NCT03358147,8348,1653,80.19885002395783
NCT03401229,7350,1484,79.80952380952381
NCT03429543,9839,2479,74.80435003557272
NCT03616964,11568,2543,78.01694329183955
NCT03823287,30520,6357,79.17103538663171
NCT03928704,13188,2964,77.52502274795269
NCT03928743,6348,1620,74.48015122873346
NCT03954834,7934,2079,73.7963196370053
NCT04114656,2459,487,80.19520130134201
NCT04157751,8366,1899,77.3009801577815
NCT04418765,24530,5010,79.5760293518141
NCT04429503,30582,6260,79.53044274409784
NCT04465396,6654,1944,70.78449053201082
NCT00226395,485,130,73.19587628865979
NCT00555724,287,79,72.47386759581882
NCT00569153,441,107,75.73696145124717
NCT01225393,1059,277,73.84324834749764
NCT01632449,199,68,65.82914572864321
NCT01689129,508,174,65.74803149606299
NCT01947036,387,73,81.13695090439276
NCT02752828,1351,559,58.62324204293116
NCT03339336,1221,355,70.92547092547093
NCT04079101,268,78,70.8955223880597
NCT04220996,433,127,70.66974595842956
NCT05148481,261,77,70.49808429118774
NCT05152485,231,73,68.3982683982684
NCT00048568,92796,28456,69.3348851243588
NCT00114530,17568,4937,71.89776867030966
NCT00320606,3959,836,78.88355645364992
NCT00601250,4124,1108,73.13288069835112
NCT00618748,6682,1848,72.3436096976953
NCT00702650,2780,844,69.64028776978417
NCT00786474,5355,1471,72.53034547152194
NCT00789880,6570,2354,64.17047184170472
NCT00808509,32834,12611,61.59164280928306
NCT00811395,14227,3610,74.62571167498419
NCT00844857,5579,1822,67.3418175300233
NCT00970632,13323,4209,68.40801621256473
NCT00989833,2461,695,71.75944737911418
NCT01040130,6200,1612,74.0
NCT01040403,23834,6067,74.54476797851808
NCT01069289,4652,1274,72.61392949269131
NCT01118312,1894,579,69.4297782470961
NCT01160744,19075,3219,83.12450851900392
NCT01808612,13964,3129,77.59238040676024
NCT01844505,40550,9255,77.17632552404439
NCT02351739,6603,2155,67.36331970316523
NCT02475681,20917,5783,72.35263183056844
NCT02510261,23469,5021,78.60582044398994
NCT02620020,5744,1561,72.82381615598885
NCT02668653,17468,4994,71.41057934508817
NCT02790138,5039,1425,71.72057948005556
NCT02927067,11683,3012,74.21895061200034
NCT03086343,52841,7545,85.7213148880604
NCT03132636,13471,3392,74.81998366862149
NCT03347279,11983,3012,74.86439122089627
NCT03354429,16292,2740,83.18192978148785
NCT03406078,5549,1523,72.5536132636511
NCT03559270,6381,1477,76.85315781225513
NCT03949673,2255,725,67.84922394678492
NCT04003142,18773,5756,69.33894422841314
NCT06268301,2919,920,68.48235697156561
NCT00036491,380,103,72.89473684210526
NCT00056225,627,106,83.09409888357257
NCT00281567,323,105,67.49226006191951
NCT01067443,328,79,75.91463414634147
NCT01210885,393,104,73.53689567430025
NCT01881308,564,108,80.85106382978724
NCT01884935,355,102,71.26760563380282
NCT01929746,234,81,65.38461538461539
NCT02171637,291,108,62.88659793814433
NCT02171663,291,109,62.54295532646048
NCT02191228,411,124,69.82968369829683
NCT02320630,282,63,77.65957446808511
NCT02961426,491,105,78.61507128309572
NCT00144300,8456,2582,69.46546830652791
NCT00195676,5457,1136,79.1827011178303
NCT00195819,13474,4406,67.2999851565979
NCT00326417,3597,1096,69.53016402557687
NCT00359788,14953,3725,75.08861098107403
NCT00360568,16784,5234,68.81553860819828
NCT00395512,20372,5834,71.36265462399372
NCT00425854,3753,1010,73.08819610977885
NCT00432276,16117,4511,72.01092014642924
NCT00465088,3186,885,72.22222222222223
NCT00550953,1669,533,68.06470940683043
NCT00601523,6552,1916,70.75702075702075
NCT00641043,3207,880,72.56002494543186
NCT00654368,8892,2331,73.78542510121457
NCT00737100,10397,3287,68.38511108973742
NCT00806819,12049,2573,78.64553074943979
NCT00813943,10411,2199,78.87810969167226
NCT00885118,8708,1945,77.66421681212678
NCT01011868,10864,2745,74.73306332842415
NCT01017874,6103,1326,78.27298050139275
NCT01026142,9328,2241,75.97555746140652
NCT01064856,6668,1829,72.57048590281944
NCT01153009,9212,2654,71.18975249674338
NCT01263470,11915,3505,70.58329836340747
NCT01323478,1431,431,69.88120195667365
NCT01382212,2462,650,73.5987002437043
NCT01564862,6310,1986,68.52614896988906
NCT01767116,2118,574,72.89896128423041
NCT01792518,2973,784,73.6293306424487
NCT01833533,2160,581,73.10185185185185
NCT01857583,4605,1374,70.1628664495114
NCT02128490,7268,2486,65.79526692350028
NCT02351960,3705,1362,63.23886639676113
NCT02499783,7260,1995,72.52066115702479
NCT02512068,7567,2329,69.22162019294304
NCT02850978,1848,493,73.32251082251082
NCT03219216,1368,345,74.78070175438596
NCT00071253,394,106,73.09644670050761
NCT00168792,1997,658,67.0505758637957
NCT00292448,501,181,63.87225548902195
NCT00365560,392,126,67.85714285714286
NCT00402792,348,84,75.86206896551724
NCT00660647,353,67,81.01983002832861
NCT00672724,684,216,68.42105263157895
NCT00780793,292,81,72.26027397260275
NCT01289132,429,97,77.3892773892774
NCT01630746,288,121,57.986111111111114
NCT01951599,294,75,74.48979591836735
NCT02183051,399,121,69.67418546365914
NCT02256657,885,134,84.85875706214689
NCT00110461,10017,2794,72.10741739043625
NCT00299130,28816,5974,79.26846196557469
NCT00321737,5500,1918,65.12727272727273
NCT00408629,8262,2441,70.45509561849431
NCT00430625,2837,705,75.14980613323934
NCT00479401,7443,2226,70.09270455461507
NCT00558428,4743,1561,67.08834071262913
NCT00567190,33715,9515,71.77814029363785
NCT00580840,8581,1860,78.32420463815406
NCT00673452,7854,2134,72.82913165266106
NCT00688870,24697,6149,75.10223913835688
NCT00811252,4837,1359,71.90407277237958
NCT00814320,77070,32853,57.3725184896847
NCT00855959,1134,291,74.33862433862434
NCT00864227,2579,733,71.57813105854983
NCT00926289,3672,1090,70.31590413943356
NCT00943826,11343,2263,80.04936965529402
NCT00968708,37362,10117,72.92168513462877
NCT00973973,9016,2607,71.08473824312334
NCT01000805,6768,2054,69.65130023640661
NCT01124149,3751,1152,69.28818981604906
NCT01185353,47600,13809,70.98949579831933
NCT01335685,41147,8570,79.1722361290009
NCT01339910,8166,2542,68.87092823903993
NCT01341782,3159,968,69.3573915796138
NCT01364922,2569,790,69.24873491630984
NCT01504412,5751,1769,69.24013215093028
NCT01599754,14271,4467,68.69875972251418
NCT01634139,12412,2728,78.02126973896229
NCT01721057,20334,5328,73.79758040719976
NCT01737697,23267,6480,72.14939614045645
NCT01947946,1356,388,71.38643067846607
NCT02020577,6730,1805,73.17979197622586
NCT02046070,13208,3088,76.62023016353724
NCT02155660,28842,5088,82.35905970459746
NCT02318706,10002,2585,74.15516896620676
NCT02426125,27220,4279,84.27994121969141
NCT02551874,3673,761,79.28124149196842
NCT02585960,8576,2530,70.49906716417911
NCT02675231,29689,4896,83.50904375357877
NCT02972632,1942,591,69.56745623069001
NCT03801148,4509,1478,67.22111332889776
NCT04280705,17534,3964,77.39249458195506
NCT04372186,4261,1001,76.50786200422436
NCT00072774,187,70,62.5668449197861
NCT00122863,669,217,67.56352765321375
NCT00168857,1320,342,74.0909090909091
NCT00190567,315,113,64.12698412698413
NCT01470664,205,67,67.3170731707317
NCT02183064,328,101,69.20731707317073
NCT00050778,18637,3831,79.44411654236197
NCT00064753,3519,1110,68.45694799658995
NCT00150592,2533,863,65.92972759573628
NCT00371033,2499,740,70.38815526210485
NCT00491556,6088,1600,73.71879106438897
NCT00614744,2541,730,71.2711530893349
NCT00768079,16481,4447,73.01741399186943
NCT00877487,1918,516,73.09697601668405
NCT00942968,9215,3148,65.83830710797612
NCT01030341,1647,550,66.6059502125076
NCT01218646,5815,1546,73.41358555460017
NCT01596504,4737,1201,74.64640067553304
NCT01772823,13293,4738,64.35718047092455
NCT01774344,11714,2707,76.89089977804336
NCT01807221,29735,6989,76.49571212375987
NCT01888874,20344,6530,67.9020841525757
NCT02051335,8236,2737,66.76784847013113
NCT02125461,11237,2104,81.27614131885734
NCT02439320,12915,2405,81.37824235385212
NCT02480764,5064,1433,71.70221169036336
NCT02517866,3216,755,76.52363184079601
NCT02553317,9305,2047,78.00107469102633
NCT02802501,8806,2409,72.64365205541677
NCT02873936,24551,6805,72.28218809824448
NCT03368196,2534,744,70.63930544593528
NCT03435081,11259,2324,79.358735234035
NCT03949621,2720,843,69.00735294117646
NCT00000482,485,87,82.0618556701031
NCT00411229,356,91,74.43820224719101
NCT00490152,357,90,74.78991596638656
NCT00494169,410,69,83.17073170731707
NCT00683488,371,73,80.3234501347709
